title,all_artists,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion
Cake By The Ocean,['DNCE'],2015,True,0,0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119.0,4,Happy
Waterloo,['ABBA'],2005,False,0,0.441,0.908,2,-6.481,1,0.0425,0.423,2.88e-06,0.325,0.808,147.597,4,Happy
Ain't No Mountain High Enough - Stereo Version,"['Marvin Gaye', 'Tammi Terrell']",2000,False,0,0.674,0.794,7,-7.361,1,0.0726,0.27,2.47e-06,0.211,0.685,129.292,4,Happy
Viva L'amour,['Sabina'],2014,False,0,0.721,0.811,2,-6.871,1,0.0426,0.259,0,0.0951,0.969,142.128,4,Happy
Rock DJ - 2004 Mix,['Robbie Williams'],2010,False,50,0.709,0.768,7,-4.274,1,0.0324,0.0229,0,0.417,0.869,103.036,4,Happy
Think,['Aretha Franklin'],2006,False,0,0.683,0.659,6,-9.424,1,0.0412,0.164,0,0.248,0.919,109.952,4,Happy
Smile,['Lily Allen'],2006,True,69,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,4,Happy
You Can Call Me Al,['Paul Simon'],2007,False,56,0.777,0.725,5,-9.012,1,0.047,0.126,0.0108,0.0917,0.851,128.349,4,Happy
Walk Like an Egyptian,['The Bangles'],2010,False,47,0.716,0.828,11,-13.065,1,0.104,0.0117,2.1e-06,0.301,0.771,103.155,4,Happy
Sway,['Michael Bublé'],2003,False,70,0.713,0.639,2,-5.529,0,0.0313,0.753,0,0.0878,0.737,125.959,4,Happy
Lets Twist Again,['Chubby Checker'],2011,False,0,0.634,0.744,3,-5.062,1,0.041,0.0698,0,0.0465,0.967,162.4,4,Happy
The Look,['Roxette'],2006,False,53,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4,Happy
Barbara Ann,['The Beach Boys'],1975,False,60,0.581,0.669,6,-3.659,1,0.0385,0.19,0,0.243,0.926,78.073,4,Happy
All Star,['Smash Mouth'],2005,False,0,0.73,0.862,11,-5.876,1,0.0313,0.0398,0,0.0818,0.77,104.018,4,Happy
Can't Stand Me Now,['The Libertines'],2004,True,1,0.368,0.935,4,-3.204,1,0.0587,0.0111,0.00201,0.0948,0.558,164.425,4,Happy
Reggae Night,['Jimmy Cliff'],2011,False,0,0.801,0.757,0,-7.13,1,0.0369,0.301,8.25e-06,0.0708,0.962,109.366,4,Happy
Don't Go Breaking My Heart,"['Elton John', 'Kiki Dee']",2007,False,0,0.73,0.858,5,-8.221,1,0.036,0.179,1.54e-06,0.0611,0.765,131.445,4,Happy
All I Wanna Do,['Sheryl Crow'],1993,False,0,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,4,Happy
Sir Duke,['Stevie Wonder'],1976,False,0,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,4,Happy
Butterfly,['Jason Mraz'],2008,False,44,0.718,0.658,10,-7.207,0,0.0665,0.147,0,0.183,0.806,108.105,4,Happy
Uh La La La,['Alexia'],2008,False,42,0.779,0.589,5,-11.562,1,0.0893,0.289,0.000535,0.331,0.815,92.308,4,Happy
Pencil Full of Lead,['Paolo Nutini'],2009,False,46,0.735,0.767,7,-6.536,1,0.116,0.324,0,0.146,0.833,106.132,4,Happy
Build Me up Buttercup (Re-Recorded),['The Foundations'],2007,False,0,0.707,0.814,0,-7.364,1,0.0367,0.158,2.72e-06,0.106,0.922,132.062,4,Happy
Feel Good Inc.,['Gorillaz'],2005,False,83,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,Happy
Daddy Cool,['Boney M.'],1976,False,72,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,4,Happy
Pack Up,['Eliza Doolittle'],2010,False,45,0.712,0.775,11,-6.089,1,0.0572,0.488,0,0.7,0.917,134.902,4,Happy
Johnny B. Goode,['Chuck Berry'],1999,False,0,0.502,0.931,5,-4.686,1,0.174,0.697,3.92e-06,0.281,0.903,166.407,4,Happy
Fuck You,['CeeLo Green'],2010,True,67,0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,4,Happy
Sleeping in My Car - Single Version,['Roxette'],2006,False,41,0.546,0.85,6,-4.315,1,0.0322,0.0123,0,0.193,0.584,135.162,4,Happy
Dreaming,['Smallpools'],2013,False,32,0.615,0.887,10,-2.924,0,0.0453,0.000527,0,0.0667,0.877,119.0,4,Happy
Just Can't Get Enough,['Depeche Mode'],1981,False,71,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,4,Happy
Soul Galore,['Jackie Wilson'],1966,False,28,0.556,0.895,5,-5.093,1,0.0696,0.0985,1.67e-05,0.227,0.559,77.546,4,Happy
Animal,['Miike Snow'],2009,False,55,0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,4,Happy
Karma Chameleon,['Culture Club'],1989,False,66,0.668,0.473,10,-15.402,1,0.0336,0.231,0,0.115,0.962,91.976,4,Happy
Mercy,['Duffy'],2008,False,0,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,4,Happy
Relight My Fire - Single Version,['Dan Hartman'],2010,False,52,0.759,0.871,0,-7.034,1,0.0391,0.0687,0,0.342,0.871,120.43,4,Happy
Two Princes,['Spin Doctors'],1991,False,70,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,4,Happy
I Wanna Dance with Somebody (Who Loves Me),['Whitney Houston'],1987,False,0,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,4,Happy
We're from Barcelona,"[""I'm From Barcelona""]",2006,False,40,0.59,0.93,5,-4.259,1,0.0374,0.0984,0.00332,0.786,0.954,119.923,4,Happy
Girls Just Want to Have Fun,['Cyndi Lauper'],2007,False,63,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,4,Happy
I Don't Feel Like Dancin',['Scissor Sisters'],2006,False,56,0.71,0.917,7,-3.385,1,0.0287,0.018,0,0.335,0.83,108.031,4,Happy
Lemon Tree,['Fools Garden'],1995,False,0,0.669,0.479,1,-8.849,1,0.0442,0.672,0,0.11,0.679,143.159,4,Happy
Foundations,['Kate Nash'],2007,True,50,0.565,0.912,0,-4.036,1,0.056,0.0982,0,0.0839,0.881,84.49,4,Happy
I Want You Back,['The Jackson 5'],1969,False,0,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,4,Happy
Time to Pretend,['MGMT'],2008,True,34,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3,Happy
Stayin' Alive - Remastered Version,['Bee Gees'],2004,False,0,0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,4,Happy
Mr. Pitiful,['Matt Costa'],2007,False,25,0.76,0.714,0,-7.134,1,0.0274,0.175,0,0.0778,0.774,110.007,4,Happy
Footloose,['Kenny Loggins'],2007,False,48,0.594,0.927,2,-2.691,1,0.0675,0.0719,5e-05,0.079,0.648,173.927,4,Happy
Movin' on Up,['Primal Scream'],1991,False,63,0.523,0.76,5,-12.437,1,0.0325,0.103,0.00068,0.0666,0.581,94.267,4,Happy
"Could You Be Loved - 12"" Mix",['Bob Marley & The Wailers'],1980,False,0,0.874,0.793,7,-7.979,1,0.0945,0.274,0.000219,0.123,0.791,102.938,4,Happy
Reflections,['MisterWives'],2015,False,0,0.682,0.681,2,-5.435,1,0.0291,0.0201,0.0162,0.101,0.577,111.037,4,Happy
You Never Can Tell - 1964 Single Version / Mono,['Chuck Berry'],2007,False,0,0.573,0.837,0,-10.224,1,0.0977,0.72,3.24e-05,0.242,0.929,157.138,4,Happy
You Only Live Once,['The Strokes'],2006,False,71,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,4,Happy
It's a Beautiful Day,['Michael Bublé'],2013,False,68,0.532,0.795,1,-3.979,1,0.0358,0.0559,0,0.295,0.78,143.837,4,Happy
Gettin' Jiggy Wit It,['Will Smith'],1997,False,71,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891,4,Happy
What You Know,['Two Door Cinema Club'],2010,False,2,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,4,Happy
S.O.B.,['Nathaniel Rateliff & The Night Sweats'],2015,False,0,0.701,0.595,1,-6.484,1,0.0447,0.264,0.00421,0.449,0.115,109.991,4,Happy
A Little Less Conversation - JXL Radio Edit Remix,"['Elvis Presley', 'Junkie XL']",2017,False,38,0.578,0.97,4,-5.762,0,0.0485,0.000135,0.202,0.173,0.689,114.99,4,Happy
Alright,['Supergrass'],1995,False,72,0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,4,Happy
Black Or White,['Michael Jackson'],2004,False,0,0.767,0.895,9,-3.633,1,0.0871,0.177,0.0253,0.0683,0.884,114.789,4,Happy
Rolling in the Deep,['Adele'],2011,True,5,0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4,Surprise
"Tempo (feat. Sevn Alias, Bko & Boef)","['Jairzinho', 'Sevn Alias', 'BKO', 'Boef']",2017,False,42,0.861,0.881,9,-5.411,0,0.168,0.137,0.00379,0.0938,0.834,122.945,4,Surprise
Energie,"['Ronnie Flex', 'Frenna']",2017,False,58,0.848,0.598,11,-7.087,1,0.214,0.102,0,0.151,0.678,100.001,4,Surprise
9 to 5,['Dolly Parton'],1980,False,76,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,Surprise
Hello,['Adele'],2015,False,4,0.47,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,4,Surprise
Diamonds,['Rihanna'],2012,False,76,0.564,0.71,11,-4.92,0,0.0461,0.00125,0,0.109,0.393,91.972,4,Surprise
Hangover,"['Taio Cruz', 'Flo Rida']",2011,True,0,0.599,0.885,3,-3.232,1,0.0463,0.00892,0,0.0699,0.576,128.048,4,Surprise
Stereo Hearts (feat. Adam Levine),"['Gym Class Heroes', 'Adam Levine']",2011,False,82,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,4,Surprise
The Monster,"['Eminem', 'Rihanna']",2013,True,76,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,4,Surprise
I Want It That Way,['Backstreet Boys'],2013,False,0,0.683,0.687,6,-5.833,0,0.0274,0.24,0,0.131,0.502,99.035,4,Surprise
Sweet Dreams (Are Made of This) - Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1983,False,82,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4,Surprise
Price Tag,"['Jessie J', 'B.o.B']",2011,False,74,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,4,Surprise
Firework,['Katy Perry'],2010,False,72,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,4,Surprise
It Wasn't Me,"['Shaggy', 'Rik Rok']",2008,False,62,0.852,0.604,0,-4.569,1,0.0642,0.0503,0,0.327,0.667,94.762,4,Surprise
Irreplaceable,['Beyoncé'],2007,False,71,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4,Surprise
I Know You Want Me (Calle Ocho),['Pitbull'],2009,False,69,0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.793,127.076,4,Surprise
Halo,['Beyoncé'],2008,False,77,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,4,Surprise
Welcome To St. Tropez - DJ Antoine vs Mad Mark Radio Edit,"['DJ Antoine', 'Timati', 'Kalenna', 'Mad Mark']",2012,False,0,0.775,0.76,0,-4.847,0,0.126,0.00573,0,0.341,0.766,124.977,4,Surprise
Replay,['Iyaz'],2009,False,73,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4,Surprise
Breaking Free,"['Troy', 'Gabriella']",2006,False,55,0.583,0.584,0,-6.453,0,0.0363,0.0374,0,0.141,0.345,107.937,4,Surprise
Magic in the Air (feat. Ahmed Chawki),"['Magic System', 'Chawki']",2014,False,68,0.621,0.907,2,-3.923,1,0.0474,0.091,0,0.067,0.884,128.056,4,Surprise
Rood - Single Version,['Marco Borsato'],2006,False,51,0.46,0.831,5,-6.44,1,0.0514,0.00641,1.28e-05,0.0797,0.191,137.989,4,Surprise
I Will Survive - Extended Version,['Gloria Gaynor'],2001,False,38,0.77,0.692,0,-10.944,1,0.0533,0.0129,0.0192,0.34,0.65,115.953,4,Surprise
It's Raining Men - Single Version,['The Weather Girls'],2006,False,36,0.727,0.756,5,-11.699,0,0.0591,0.33,0.000199,0.702,0.721,136.349,4,Surprise
When I Was Your Man,['Bruno Mars'],2012,False,84,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,4,Surprise
Just the Way You Are,['Bruno Mars'],2010,False,78,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4,Surprise
Grenade,['Bruno Mars'],2010,False,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,4,Surprise
Space for Two,['Mr. Probz'],2018,False,0,0.477,0.6,4,-6.363,1,0.0835,0.466,0,0.0688,0.486,159.972,4,Surprise
Better Now,['Post Malone'],2018,True,81,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,4,Surprise
Summer Nights - From “Grease” Soundtrack,"['John Travolta', 'Olivia Newton-John']",1998,False,0,0.747,0.657,2,-9.449,1,0.0548,0.641,1.76e-05,0.0874,0.657,124.324,4,Surprise
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack","['John Travolta', 'Olivia Newton-John']",1998,False,0,0.762,0.608,0,-11.36,1,0.0644,0.294,0.00148,0.117,0.841,106.931,4,Surprise
Where Is The Love?,['Black Eyed Peas'],2003,False,61,0.834,0.699,5,-3.222,1,0.196,0.111,0,0.131,0.803,94.069,4,Surprise
"Que Si, Que No",['Jody Bernal'],2002,False,0,0.83,0.886,7,-5.766,1,0.11,0.0265,0.000205,0.28,0.906,135.026,4,Surprise
Feesttent,"['Kraantje Pappie', 'MC Jiggy Djé']",2014,False,55,0.714,0.927,7,-2.996,1,0.319,0.132,0,0.686,0.797,172.022,4,Surprise
Billionaire (feat. Bruno Mars),"['Travie McCoy', 'Bruno Mars']",2010,True,72,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,4,Surprise
I'm Yours,['Jason Mraz'],2008,False,81,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,4,Surprise
Mambo No. 5 (a Little Bit of...),['Lou Bega'],1999,False,76,0.622,0.807,5,-6.752,0,0.408,0.103,0,0.306,0.892,174.06,4,Surprise
Summer Jam 2003 - Remix,['The Underdog Project'],2003,False,58,0.784,0.804,9,-8.024,0,0.112,0.21,0.000359,0.101,0.817,130.03,4,Surprise
Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",2013,False,56,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,4,Surprise
Sonnentanz,['Klangkarussell'],2014,False,61,0.646,0.359,5,-10.388,0,0.155,0.247,0.914,0.0872,0.154,119.885,4,Surprise
La Camisa Negra,['Juanes'],2005,False,0,0.751,0.73,6,-4.398,0,0.0312,0.0868,0,0.0757,0.968,97.014,4,Surprise
Mas Que Nada - Radio Edit,"['Sérgio Mendes', 'Black Eyed Peas']",2006,False,55,0.761,0.868,5,-6.061,0,0.0667,0.0245,1.12e-06,0.11,0.963,100.037,4,Surprise
Nervous,['Shawn Mendes'],2018,False,0,0.841,0.622,0,-6.763,1,0.0756,0.041,0,0.126,0.738,121.988,4,Surprise
We Can Do Better,['Matt Simons'],2018,False,1,0.629,0.686,8,-4.851,1,0.0626,0.0365,2.37e-05,0.0709,0.731,91.05,4,Surprise
One Kiss (with Dua Lipa),"['Calvin Harris', 'Dua Lipa']",2018,False,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,Surprise
Youngblood,['5 Seconds of Summer'],2018,False,81,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,4,Surprise
Hey Meisje,"['Esko', 'Josylvio', 'Hansie']",2018,True,55,0.756,0.808,1,-2.557,0,0.073,0.329,0.0183,0.0652,0.889,95.087,4,Surprise
Girls Like You (feat. Cardi B) - Cardi B Version,"['Maroon 5', 'Cardi B']",2018,True,75,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,4,Surprise
La Cintura,['Alvaro Soler'],2018,False,1,0.702,0.844,6,-4.054,0,0.0769,0.0294,0,0.38,0.786,100.043,4,Surprise
Leave a Light On,['Tom Walker'],2017,False,73,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,4,Surprise
I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",2018,True,80,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,Surprise
Te Boté - Remix,"['Nio Garcia', 'Casper Magico', 'Bad Bunny', 'Darell', 'Ozuna', 'Nicky Jam']",2018,True,77,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,Surprise
Sin Pijama,"['Becky G', 'Natti Natasha']",2018,False,71,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,4,Surprise
Shape of You,['Ed Sheeran'],2017,False,86,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,Surprise
Classic (feat. POWERS),"['The Knocks', 'POWERS']",2014,False,49,0.63,0.942,2,-3.195,1,0.0485,0.00474,0.000744,0.326,0.543,101.996,4,Surprise
Build Me Up Buttercup,['The Foundations'],1998,False,0,0.657,0.423,0,-10.465,1,0.0308,0.361,0,0.31,0.842,133.612,4,Surprise
Rescue Me,['Fontella Bass'],2010,False,0,0.677,0.546,7,-9.7,1,0.0321,0.666,1.47e-05,0.113,0.956,122.732,4,Surprise
The Way You Make Me Feel - 2012 Remaster,['Michael Jackson'],1987,False,74,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,4,Surprise
Rock with You - Single Version,['Michael Jackson'],1979,False,74,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,Surprise
ABC,['The Jackson 5'],1995,False,0,0.559,0.752,8,-10.046,1,0.0581,0.448,0.00061,0.0907,0.946,187.712,4,Surprise
Someone Like You,['Adele'],2011,False,7,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,4,Surprise
Skyfall,['Adele'],2012,False,0,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881,4,Surprise
You Got The Love,"['The Source', 'Candi Staton']",2008,False,0,0.592,0.857,6,-6.817,1,0.0315,0.0512,2.61e-06,0.334,0.503,107.092,4,Surprise
7 Years,['Lukas Graham'],2015,False,0,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,4,Surprise
Cheerleader - Felix Jaehn Remix Radio Edit,"['OMI', 'Felix Jaehn']",2015,False,77,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,4,Surprise
Love Yourself,['Justin Bieber'],2015,False,1,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4,Surprise
Chandelier,['Sia'],2014,False,79,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,Surprise
Believer,['Imagine Dragons'],2017,False,0,0.772,0.775,10,-4.388,0,0.112,0.0417,0,0.226,0.748,124.978,4,Surprise
Stay With Me,['Sam Smith'],2014,False,0,0.5,0.418,0,-6.535,1,0.0377,0.566,0.000193,0.11,0.176,84.899,4,Surprise
Treat You Better,['Shawn Mendes'],2016,False,0,0.455,0.797,10,-4.133,0,0.36,0.132,0,0.11,0.757,165.717,4,Surprise
Royals,['Lorde'],2013,False,77,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,4,Surprise
Somebody That I Used To Know,"['Gotye', 'Kimbra']",2011,False,77,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,4,Surprise
Best Day Of My Life,['American Authors'],2014,False,79,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,Surprise
Fireflies,['Owl City'],2009,False,79,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,4,Surprise
Dancing Queen,['ABBA'],1976,False,81,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,Surprise
Bohemian Rhapsody - Remastered 2011,['Queen'],1975,False,1,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4,Surprise
Can't Hold Us - feat. Ray Dalton,['Macklemore & Ryan Lewis'],2012,False,83,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,4,Surprise
You Sexy Thing,['Hot Chocolate'],1975,False,72,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,4,Surprise
"thank u, next",['Ariana Grande'],2018,True,22,0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,4,Surprise
High Hopes,['Panic! At The Disco'],2018,False,81,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,4,Surprise
Valerie (feat. Amy Winehouse) - Version Revisited,"['Mark Ronson', 'Amy Winehouse']",2007,False,1,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828,4,Surprise
"My Heart Will Go On - Love Theme from ""Titanic""",['Céline Dion'],1997,False,1,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1,Surprise
Strangers Like Me,['Phil Collins'],1999,False,0,0.672,0.804,3,-7.021,1,0.0406,0.124,0.000312,0.121,0.557,119.841,4,Surprise
Just Wanna Be With You,"['High School Musical Cast', 'Vanessa Hudgens', 'Lucas Grabeel', 'Zac Efron', 'Olesya Rulin']",2008,False,29,0.597,0.703,2,-4.857,0,0.0321,0.315,0,0.12,0.389,102.121,4,Surprise
Sterrenstof,['De Jeugd Van Tegenwoordig'],2010,True,62,0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012,4,Surprise
Het Is Een Nacht... (Levensecht),"['Guus Meeuwis', 'Vagant']",1996,False,58,0.631,0.623,7,-7.013,1,0.0297,0.541,5.3e-06,0.157,0.495,138.076,4,Surprise
We Will Rock You - Remastered 2011,['Queen'],1977,False,78,0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4,Surprise
I Want To Break Free - Single Remix,['Queen'],1984,False,0,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.951,4,Surprise
No Limit,['2 Unlimited'],2014,False,0,0.652,0.999,3,-6.659,1,0.0522,0.0109,0.000646,0.0533,0.637,141.056,4,Surprise
Beautiful Girls - Radio Edit,['Sean Kingston'],2007,False,53,0.764,0.65,1,-6.114,0,0.0673,0.169,0,0.298,0.766,130.021,4,Surprise
Casanova,['Ultimate Kaos'],2012,False,27,0.645,0.861,1,-7.154,0,0.107,0.0332,1.7e-05,0.0175,0.669,97.752,4,Surprise
Angels,['Robbie Williams'],1997,False,74,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4,Surprise
Sex On The Beach - Original Mix,['T-Spoon'],2008,False,0,0.731,0.745,5,-7.611,1,0.0269,0.147,0,0.166,0.969,99.989,4,Surprise
No Scrubs,['TLC'],1999,False,78,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4,Surprise
I Wanna Be the Only One (feat. Bebe Winans),"['Eternal', 'Bebe Winans']",2002,False,47,0.627,0.768,6,-7.775,1,0.0625,0.468,0,0.126,0.802,100.071,4,Surprise
The Boy Is Mine - Radio Edit,"['Brandy', 'Monica']",2012,False,0,0.693,0.665,1,-7.235,0,0.0421,0.246,0.0001,0.0815,0.683,93.044,4,Surprise
I Like To Move It (feat. The Mad Stuntman) - Radio Mix,"['Reel 2 Real', 'The Mad Stuntman', 'Alex Natale DJ', 'Visnadi']",2007,False,41,0.832,0.877,1,-4.542,1,0.0528,0.00891,0.000389,0.122,0.57,122.947,4,Surprise
Circle of Life,"['Carmen Twillie', 'Lebo M.']",2003,False,0,0.424,0.503,10,-11.695,1,0.039,0.0862,0,0.261,0.579,83.915,4,Surprise
Parijs,['Kenny B'],2015,False,0,0.618,0.66,9,-7.114,1,0.13,0.207,0,0.388,0.432,94.211,4,Surprise
Pump It Up - Radio Edit,['Danzel'],2004,False,0,0.803,0.927,11,-6.19,0,0.0619,0.067,6.49e-06,0.933,0.862,129.011,4,Surprise
Sucker,['Jonas Brothers'],2019,False,4,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,Surprise
"Boom, Boom, Boom, Boom!!",['Vengaboys'],2000,False,2,0.811,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479,4,Surprise
It's All Coming Back to Me Now,['Céline Dion'],1996,False,0,0.429,0.487,0,-7.074,1,0.0348,0.752,0,0.0972,0.286,89.835,4,Surprise
My Love Is Your Love,['Whitney Houston'],1998,False,0,0.769,0.47,7,-9.526,1,0.158,0.054,5.14e-06,0.0628,0.465,82.505,4,Surprise
I'm Your Baby Tonight,['Whitney Houston'],1990,False,56,0.665,0.899,6,-7.75,1,0.0877,0.303,2.21e-06,0.445,0.873,165.16,3,Surprise
About You Now,['Sugababes'],2007,False,67,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,4,Surprise
Unwritten,['Natasha Bedingfield'],2004,False,6,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4,Surprise
The Real Thing - Remastered,['Lisa Stansfield'],2003,False,41,0.698,0.71,11,-6.174,0,0.0807,0.0486,0,0.293,0.605,98.678,4,Surprise
The Best - Edit,['Tina Turner'],1991,False,66,0.68,0.701,0,-10.46,1,0.0275,0.0341,0.00479,0.114,0.824,103.789,4,Surprise
Jodge Me Niet - Titelsong Van De Film “SOOF 2”,"['Jayh', 'AmsterdamSoundSystem']",2016,True,50,0.806,0.734,7,-7.192,1,0.12,0.00935,0,0.173,0.718,113.106,4,Surprise
We Are Family,['Sister Sledge'],1979,False,72,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,4,Surprise
If I Could Turn Back Time,['Cher'],1989,False,71,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,4,Surprise
This Is How We Do It,['Montell Jordan'],2015,False,65,0.791,0.702,1,-7.333,1,0.0623,0.0174,0,0.423,0.789,103.646,4,Surprise
Oh Happy Day,['Gloria Gaynor'],2015,False,19,0.676,0.952,9,-6.919,1,0.0843,0.00172,0,0.0871,0.652,130.051,4,Surprise
Praise You,['GAMPER & DADONI'],2019,False,51,0.712,0.651,11,-8.005,0,0.0305,0.023,0.175,0.158,0.423,125.051,4,Surprise
